"Index","Value"
2017-06-05 19:35:00,100.58992855
2017-06-05 19:45:00,100.62855725
2017-06-05 19:55:00,100.6711635
2017-06-05 20:05:00,100.689972
2017-06-05 20:15:00,100.71702765
2017-06-05 20:25:00,100.72997575
2017-06-05 20:35:00,100.7412605
2017-06-05 20:45:00,100.7457456
2017-06-05 20:55:00,100.76404665
2017-06-05 21:05:00,100.7486388
2017-06-05 21:15:00,100.7525465
2017-06-05 21:25:00,100.74986985
2017-06-05 21:35:00,100.7290365
2017-06-05 21:45:00,100.7076254
2017-06-05 21:55:00,100.694748
2017-06-05 22:05:00,100.652359
2017-06-05 22:15:00,100.6204553
2017-06-05 22:25:00,100.57965875
2017-06-05 22:35:00,100.53444475
2017-06-05 22:45:00,100.495601
2017-06-05 22:55:00,100.45089525
2017-06-05 23:05:00,100.39266225
2017-06-05 23:15:00,100.3477424
2017-06-05 23:25:00,100.29355975
2017-06-05 23:35:00,100.2349665
2017-06-05 23:45:00,100.177136611111
2017-06-05 23:55:00,100.11748975
2017-06-06 00:05:00,100.062441
2017-06-06 00:15:00,99.96261625
2017-06-06 00:25:00,99.8991973888889
2017-06-06 00:35:00,99.83313
2017-06-06 00:45:00,99.7670131
2017-06-06 00:55:00,99.694603
2017-06-06 01:05:00,99.6325374
2017-06-06 01:15:00,99.5463085
2017-06-06 01:25:00,99.4914062
2017-06-06 01:35:00,99.4290482
2017-06-06 01:45:00,99.371975
2017-06-06 01:55:00,99.3229059444444
2017-06-06 02:05:00,99.28010715
2017-06-06 02:15:00,99.23380875
2017-06-06 02:25:00,99.19344675
2017-06-06 02:35:00,99.1574927
2017-06-06 02:45:00,99.138829
2017-06-06 02:55:00,99.12255235
2017-06-06 03:05:00,99.10540975
2017-06-06 03:15:00,99.10360325
2017-06-06 03:25:00,99.08812265
2017-06-06 03:35:00,99.0902195
2017-06-06 03:45:00,99.0936201
2017-06-06 03:55:00,99.10251625
2017-06-06 04:05:00,99.1151022
2017-06-06 04:15:00,99.147005
